NAME	SCORE	TMHMM	TMBB	PROSITE	CDD
NP_417856.1 ADP-sugar diphosphatase NudE	0%	0:No	No	PS51462:12.414:[]:[]	nudE:4.56136e-134:[]:[]
NP_417858.4 purine nucleotidase	0%	0:No	No		PRK14988:2.94851e-170:[]:[]
NP_417859.1 heat shock protein Hsp15	0%	0:No	No	PS50889:14.336:[]:['enzyme']	PRK10348:2.12266e-87:[]:[]
NP_417860.2 molecular chaperone Hsp33	0%	0:No	No		hslO:7.95069e-158:[]:[]
NP_417862.1 phosphoenolpyruvate carboxykinase (ATP)	0%	0:No	No		pckA:0.0:[]:['enzyme']
NP_417864.1 DNA-binding transcriptional dual regulator OmpR	0%	0:No	No	PS50110:46.928:[]:['transfer']; PS51755:41.266:[]:[]	ompR:0.0:[]:[]
NP_417867.1 ferrous iron transport protein A	0%	0:No	No		feoA:2.98384e-48:[]:[]
NP_417869.1 ferrous iron transport protein FeoC	0%	0:No	No		PRK15431:1.44296e-47:[]:[]
NP_417870.1 recombination-promoting nuclease RpnA	0%	0:No	No		PRK09857:0.0:[]:[]
NP_417871.1 pimeloyl-acyl carrier protein methyl ester esterase	0%	0:No	No		PRK10349:0.0:[]:[]
NP_417872.2 DNA utilization protein YhgH	0%	0:No	No		PRK11595:1.34142e-135:[]:[]
NP_417873.1 iron-sulfur cluster carrier protein NfuA	0%	0:No	No		PRK11190:2.0341e-165:[]:[]
NP_417875.1 4-alpha-glucanotransferase	0%	0:No	No		malQ:0.0:[]:[]
NP_417877.1 DNA-binding transcriptional activator MalT	0%	0:No	No	PS50043:29.577:['transport']:['transfer']	PRK04841:0.0:[]:[]
NP_417879.1 RNA-splicing ligase	0%	0:No	No		RtcB:0.0:[]:[]
NP_417880.1 DNA-binding transcriptional activator RtcR	0%	0:No	No	PS50045:45.225:['transport']:[]	RtcR:0.0:[]:[]
NP_417883.1 thiosulfate sulfurtransferase GlpE	0%	0:No	No	PS50206:17.938:['transport']:['transfer', 'enzyme']	glpE:6.57815e-73:[]:[]
NP_417884.1 aerobic glycerol 3-phosphate dehydrogenase	0%	0:No	No		glpD:0.0:[]:[]
NP_417886.1 glycogen phosphorylase	0%	0:No	No		PRK14986:0.0:[]:[]
NP_417887.1 glycogen synthase	0%	0:No	No		glgA:0.0:[]:[]
NP_417888.1 glucose-1-phosphate adenylyltransferase	0%	0:No	No		glgC:0.0:[]:[]
NP_417889.1 limit dextrin alpha-1,6-glucohydrolase	0%	0:No	No		PRK03705:0.0:[]:[]
NP_417890.1 1,4-alpha-glucan branching enzyme	0%	0:No	No		PRK05402:0.0:[]:[]
NP_417891.1 aspartate-semialdehyde dehydrogenase	0%	0:No	No		PRK06598:0.0:[]:[]
NP_417894.2 D-gluconate kinase, thermostable	0%	0:No	No		gntK:2.439e-135:[]:[]
NP_417896.1 quercetin 2,3-dioxygenase	0%	0:No	No		YhaK:5.97976e-88:[]:[]
NP_417897.1 putative oxidoreductase YhhX	0%	0:No	No		PRK10206:0.0:[]:[]
NP_417898.1 N-acetyltransferase YhhY	0%	0:No	No	PS51186:24.539:[]:['transfer']	PRK10140:1.44546e-126:[]:[]
NP_417901.1 IS1 protein InsA	0%	0:No	No		transpos_IS1 superfamily:2.38835e-37:[]:[]
NP_417902.1 IS1 protein InsB	0%	0:No	No		DDE_Tnp_IS1 superfamily:2.25728e-86:[]:[]
NP_417903.1 putative heat shock chaperone	0%	0:No	No		Imm35:1.05089e-25:[]:[]
NP_417905.1 DUF2756 domain-containing protein YhhA	0%	0:No	No		PRK10350:3.26356e-40:[]:[]
NP_417906.1 glycerophosphodiester phosphodiesterase	0%	0:No	No	PS51704:62.758:[]:[]	ugpQ:7.42998e-178:[]:[]
NP_417910.1 sn-glycerol 3-phosphate ABC transporter periplasmic binding protein	0%	0:No	No		PRK10974:0.0:[]:[]
NP_417911.4 branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF	0%	0:No	No	PS50893:23.983:['transport', 'channel', 'import', 'export']:[]	livF:2.34908e-173:[]:[]
NP_417912.1 branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG	0%	0:No	No	PS50893:25.717:['transport', 'channel', 'import', 'export']:[]	livG:0.0:[]:[]
NP_417916.1 PanD maturation factor	0%	0:No	No	PS51186:12.473:[]:['transfer']	matur_PanM:1.49995e-82:[]:['enzyme']
NP_417918.1 RNA polymerase, sigma 32 (sigma H) factor	0%	0:No	No		PRK06596:0.0:[]:[]
NP_417920.1 cell division protein FtsE	0%	0:No	No	PS50893:23.99:['transport', 'channel', 'import', 'export']:[]	PRK10908:5.76036e-166:[]:[]
NP_417923.1 DUF1145 domain-containing protein YhhL	0%	1:Yes	No		PRK10910:7.18851e-46:[]:[]
NP_417924.1 DUF2500 domain-containing protein YhhM	0%	1:Yes	No		DUF2500:7.44004e-33:[]:[]
NP_417927.1 sulfur transfer protein TusA	0%	0:No	No		PRK00299:1.48492e-58:[]:[]
NP_417932.1 holo-[acyl carrier protein] synthase 2	0%	0:No	No		PRK10351:1.06887e-134:[]:['transferase']
NP_417938.1 DNA-binding transcriptional repressor NikR	0%	0:No	No		PRK02967:1.32898e-58:[]:[]
NP_417940.2 PF15631 family protein YhhH	0%	1:Yes	No		Imm-NTF2-2:1.25819e-24:[]:[]
NP_417941.1 putative transposase	0%	0:No	No		transpos_ISAs1:1.81648e-174:[]:[]; YhhI superfamily:6.70944e-10:[]:[]
NP_417945.1 DUF4049 domain-containing protein YhiJ	0%	0:No	No		DUF4049:0.0:[]:[]
NP_417949.1 putative oxidoreductase YhiN	0%	1:Yes	No		YhiN:0.0:[]:[]
NP_417951.1 putative universal stress (ethanol tolerance) protein B	0%	2:Yes	No		PRK04960:2.6905e-79:[]:[]
NP_417952.1 universal stress global stress response regulator	0%	0:No	No		PRK15118:2.67145e-103:[]:[]
NP_417955.1 oligopeptidase A	0%	0:No	No		PRK10911:0.0:[]:[]
NP_417956.1 23S rRNA m(6)A2030 methyltransferase	0%	0:No	No		RlmJ:0.0:[]:[]
NP_417957.1 glutathione reductase (NADPH)	0%	0:No	No		PRK06116:0.0:[]:[]
NP_417958.1 DNA-binding transcriptional repressor ArsR	0%	0:No	No	PS50987:25.965:[]:[]	PRK10141:1.70129e-74:[]:[]
NP_417960.1 arsenate reductase	0%	0:No	No	PS51353:25.744:[]:[]	PRK10026:5.25392e-106:[]:[]
NP_417962.1 IS5 transposase and trans-activator	0%	0:No	No		transpos_IS5_4:8.96813e-128:[]:[]
NP_417963.4 starvation lipoprotein	0%	0:No	No	PS51257:5.0:['transport']:[]	slp:1.10982e-107:[]:[]
NP_417964.1 putative DNA-binding transcriptional regulator DctR	0%	0:No	No	PS50043:25.818:['transport']:['transfer']	HTH_LUXR:2.28975e-15:[]:[]; CitB superfamily:1.6877e-07:[]:[]
NP_417966.4 periplasmic acid stress chaperone	0%	0:No	No		hdeB:3.60158e-58:[]:[]
NP_417967.1 HdeA monomer, chaperone active form	0%	0:No	No		PRK10208:4.38305e-41:[]:[]
NP_417969.1 DNA-binding transcriptional activator GadE	0%	0:No	No	PS50043:20.766:['transport']:['transfer']	
NP_417972.1 DNA-binding transcriptional dual regulator GadW	0%	0:No	No	PS01124:25.823:['transport', 'porin']:['enzyme']	PRK09940 superfamily:4.00186e-36:[]:[]
NP_417973.1 DNA-binding transcriptional dual regulator GadX	0%	0:No	No	PS01124:28.417:['transport', 'porin']:['enzyme']	PRK09978:0.0:[]:[]
NP_417974.1 glutamate decarboxylase A	0%	0:No	No		Glu-decarb-GAD:0.0:[]:['enzyme']
NP_417975.1 cytochrome c peroxidase	0%	1:Yes	No	PS51007:7.668:['carrier']:['transfer', 'enzyme']; PS51007:8.258:['carrier']:['transfer', 'enzyme']; PS51007:9.245:['carrier']:['transfer', 'enzyme']	MauG:3.5104e-158:[]:[]; Haem_bd:1.06699e-36:[]:[]
NP_417976.1 cytoplasmic trehalase	0%	0:No	No		treF:0.0:[]:[]
NP_417977.1 putative DNA-binding transcriptional regulator YhjB	0%	0:No	No	PS50043:31.427:['transport']:['transfer']	CitB:1.11106e-43:[]:[]
NP_417982.2 c-di-GMP phosphodiesterase PdeH	0%	0:No	No	PS50883:22.021:[]:[]	PRK11596:0.0:[]:[]
NP_417984.1 peptidase M16 family protein	0%	0:No	No		PqqL:5.28353e-69:[]:[]
NP_417988.1 endo-1,4-D-glucanase	0%	0:No	No		PRK11097:0.0:[]:[]
NP_417989.1 cellulose synthase periplasmic subunit	0%	2:Yes	No		PRK11114:0.0:[]:[]
NP_417992.1 PF10945 family protein YhjR	0%	0:No	No		CBP_BcsR superfamily:3.88693e-17:[]:[]
NP_417993.1 c-di-GMP-binding protein BcsE	0%	0:No	No		PRK15045:0.0:[]:[]
NP_417994.2 putative cellulose biosynthesis protein BcsF	0%	1:Yes	No		cellullose_BcsF:7.40626e-27:[]:[]
NP_417997.1 dipeptide ABC transporter ATP binding subunit DppF	0%	0:No	No	PS50893:27.011:['transport', 'channel', 'import', 'export']:[]	dppF:0.0:[]:[]
NP_417998.1 dipeptide ABC transporter ATP binding subunit DppD	0%	0:No	No	PS50893:21.809:['transport', 'channel', 'import', 'export']:[]	dppD:0.0:[]:[]
NP_418005.1 3-methyl-adenine DNA glycosylase I, constitutive	0%	0:No	No		PRK10353:1.06151e-151:[]:[]
NP_418006.1 putative acyltransferase with acyl-CoA N-acyltransferase domain	0%	0:No	No	PS51186:21.83:[]:['transfer']	PRK10562:4.00483e-94:[]:[]
NP_418007.3 biotin sulfoxide reductase	0%	0:No	No		bisC_fam superfamily:0.0:[]:['enzyme']
NP_418009.2 glyoxylate reductase	0%	0:No	No		PRK15409:0.0:[]:[]
NP_418010.2 DUF3053 domain-containing protein YiaF	0%	0:No	No	PS51257:5.0:['transport']:[]	DUF3053:5.99472e-111:[]:[]
NP_418011.1 putative DNA-binding transcriptional regulator YiaG	0%	0:No	No	PS50943:10.938:[]:[]	PRK10072:1.45487e-61:[]:[]
NP_418014.1 insertion element IS150 protein InsA	0%	0:No	No		InsE:1.50577e-17:[]:[]; transpos_IS3 superfamily:1.72243e-08:[]:[]
NP_418015.1 IS150 conserved protein InsB	0%	0:No	No	PS50994:25.723:[]:['enzyme']	transpos_IS3:2.13875e-117:[]:[]
NP_418016.1 glycine--tRNA ligase subunit beta	0%	0:No	No	PS50861:100.062:[]:['transfer', 'enzyme']	glyS:0.0:[]:[]
NP_418017.1 glycine--tRNA ligase subunit alpha	0%	0:No	No	PS50861:118.791:[]:['transfer', 'enzyme']	glyQ:0.0:[]:[]
NP_418022.1 xylose isomerase	0%	0:No	No	PS51415:192.425:[]:['enzyme']	PRK05474:0.0:[]:[]
NP_418026.1 DNA-binding transcriptional dual regulator XylR	0%	0:No	No	PS01124:28.09:['transport', 'porin']:['enzyme']	PBP1_XylR:7.43677e-103:[]:[]; HTH_ARAC:8.69271e-28:[]:[]
NP_418028.1 alpha-amylase	0%	0:No	No		malS:0.0:[]:[]
NP_418031.1 DNA-binding transcriptional repressor YiaJ	0%	0:No	No	PS51077:16.895:[]:[]; PS51078:50.958:[]:[]	IclR:1.18179e-93:[]:[]
NP_418032.1 2,3-diketo-L-gulonate reductase	0%	0:No	No		PRK13260:0.0:[]:[]
NP_418033.1 DUF386 domain-containing protein YiaL	0%	0:No	No		TIGR00022:6.44985e-77:[]:[]
NP_418037.1 L-xylulose kinase	0%	0:No	No		FGGY_L-XK:0.0:[]:[]
NP_418039.2 putative L-xylulose 5-phosphate 3-epimerase	0%	0:No	No		PRK13210:0.0:[]:[]
NP_418040.1 L-ribulose-5-phosphate 4-epimerase SgbE	0%	0:No	No		sgbE:2.68808e-180:[]:[]
NP_418044.1 DUF3302 domain-containing protein YiaW	0%	2:Yes	No		DUF3302:7.56306e-42:[]:[]
NP_418045.4 aldehyde dehydrogenase B	0%	0:No	No		ALDH_ACDHII_AcoD-like:0.0:[]:['enzyme']
NP_418047.1 selenocysteyl-tRNA-specific translation elongation factor	0%	0:No	No	PS51722:39.04:[]:[]	PRK10512:0.0:[]:[]
NP_418049.1 glutathione transferase-like protein YibF	0%	0:No	No	PS50404:11.901:[]:[]; PS50405:15.665:[]:[]	PRK10357:9.12326e-161:[]:[]
NP_418050.1 rhs element protein RhsA	0%	0:No	No		RhsA:1.04406e-171:[]:[]; Ntox34:1.56995e-40:[]:[]; RhsA superfamily:3.3272e-12:[]:[]; PAAR_like superfamily:7.79492e-08:[]:[]
NP_418051.1 putative lyase containing HEAT-repeat	0%	0:No	No		PRK09687:7.08994e-145:[]:[]
NP_418053.1 tetratricopeptide-like domain-containing protein YibG	0%	0:No	No		TPR superfamily:4.4164e-06:[]:[]
NP_418055.1 DUF3302 domain-containing protein YibI	0%	2:Yes	No		DUF3302:2.85692e-41:[]:[]
NP_418059.1 DUF2810 domain-containing protein YibL	0%	0:No	No		PRK11020:5.62984e-62:[]:[]
NP_418061.1 DNA-binding transcriptional dual regulator LldR	0%	0:No	No	PS50949:22.876:['transport', 'import']:['transfer']	PRK10421:5.00375e-172:[]:[]
NP_418063.1 tRNA (cytidine/uridine-2'-O)-ribose methyltransferase	0%	0:No	No		PRK10358:4.0366e-125:[]:[]
NP_418064.1 serine acetyltransferase	0%	0:No	No		cysE:0.0:[]:[]
NP_418066.1 SecB chaperone	0%	0:No	No		PRK05751:3.0112e-93:[]:[]
NP_418067.1 glutaredoxin 3	0%	0:No	No	PS51354:22.035:['carrier']:['enzyme']	PRK10638:9.86441e-64:[]:[]
NP_418068.1 putative sulfurtransferase YibN	0%	1:Yes	No	PS50206:19.257:['transport']:['transfer', 'enzyme']	RHOD:1.21318e-26:[]:[]
NP_418069.1 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	0%	0:No	No		PRK05434:0.0:[]:[]
NP_418072.1 UDP-glucuronate:LPS(HepIII) glycosyltransferase	0%	0:No	No		PRK10073:0.0:[]:['transferase']
NP_418073.1 threonine dehydrogenase	0%	0:No	No		tdh:0.0:[]:[]
NP_418074.1 2-amino-3-ketobutyrate CoA ligase	0%	0:No	No		PRK06939:0.0:[]:[]
NP_418075.2 protein HtrL	0%	0:No	No		PRK11346:6.44465e-173:[]:[]
NP_418076.1 ADP-L-glycero-D-mannoheptose 6-epimerase	0%	0:No	No		rfaD:0.0:[]:[]
NP_418077.1 ADP-heptose--LPS heptosyltransferase 2	0%	0:No	No		PRK10916:0.0:[]:[]
NP_418078.1 ADP-heptose:LPS heptosyltransferase 1	0%	0:No	No		PRK10964:0.0:[]:[]
NP_418080.1 putative ADP-heptose:LPS heptosyltransferase 4	0%	0:No	No		RfaF:2.04516e-49:[]:[]
NP_418081.1 lipopolysaccharide core biosynthesis protein WaaZ	0%	0:No	No		PRK09822:0.0:[]:[]
NP_418082.1 lipopolysaccharide core heptose (II) kinase	0%	0:No	No		WaaY:4.81516e-144:[]:['enzyme']
NP_418083.1 UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase	0%	0:No	No		RfaJ:1.74154e-92:[]:[]
NP_418084.1 UDP-D-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase	0%	0:No	No		PRK15171:0.0:[]:[]
NP_418085.2 UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase	0%	0:No	No		PRK09922:0.0:[]:[]
NP_418086.1 lipopolysaccharide core biosynthesis protein	0%	0:No	No		
NP_418087.1 lipopolysaccharide core heptose (I) kinase	0%	0:No	No		PRK15123:0.0:[]:[]
NP_418089.1 lipopolysaccharide core heptosyltransferase 3	0%	0:No	No		PRK10422:0.0:[]:[]
NP_418091.1 pantetheine-phosphate adenylyltransferase	0%	0:No	No		coaD:3.26502e-108:[]:[]
NP_418092.1 DNA-formamidopyrimidine glycosylase	0%	0:No	No	PS51068:35.11:[]:[]; PS51066:13.541:[]:[]	PRK01103:0.0:[]:[]
NP_418093.1 50S ribosomal subunit protein L33	0%	0:No	No		rpmG:4.71459e-23:[]:[]
NP_418094.1 50S ribosomal subunit protein L28	0%	0:No	No		rpmB:2.01831e-38:[]:[]
NP_418095.4 RadC-like JAB domain-containing protein YicR	0%	0:No	No	PS50249:35.562:[]:[]	radc:1.53069e-121:[]:[]
NP_418101.1 UPF0701 family protein YicC	0%	0:No	No		PRK11820:7.93471e-146:[]:[]
NP_418102.2 DNA damage-inducible protein D	0%	0:No	No		dinD:5.64093e-176:[]:[]
NP_418104.2 DNA ligase B	0%	0:No	No		ligB:0.0:[]:[]
NP_418105.1 guanylate kinase	0%	0:No	No	PS50052:40.038:[]:[]	gmk:1.16621e-137:[]:[]
NP_418107.1 bifunctional (p)ppGpp synthase/hydrolase SpoT	0%	0:No	No	PS51831:18.688:[]:[]; PS51880:21.75:[]:[]; PS51671:9.981:[]:['enzyme', 'transferase']	PRK11092:0.0:[]:[]
NP_418108.1 tRNA (Gm18) 2'-O-methyltransferase	0%	0:No	No		PRK11081:0.0:[]:[]
NP_418113.1 alpha-D-xyloside xylohydrolase	0%	0:No	No		PRK10658:0.0:[]:[]
NP_418119.2 conserved protein YicN	0%	0:No	No		DUF1198:8.70335e-82:[]:[]
NP_418126.1 acetohydroxy acid synthase I subunit IlvN	0%	0:No	No	PS51671:13.431:[]:['enzyme', 'transferase']	PRK08178:3.74311e-64:[]:[]
NP_418130.1 uncharacterized protein YidF	0%	0:No	No		AslB superfamily:1.06761e-34:[]:['enzyme']
NP_418131.1 putative inner membrane protein	0%	2:Yes	No		DUF202:6.09631e-06:[]:[]
NP_418134.1 putative sulfatase/phosphatase	0%	0:No	No		sulfatase_like:0.0:[]:[]
NP_418136.2 putative DNA-binding transcriptional regulator YidL	0%	0:No	No	PS01124:26.521:['transport', 'porin']:['enzyme']	HTH_ARAC:5.41964e-26:[]:[]; PRK13503 superfamily:1.17042e-07:[]:[]
NP_418139.1 putative DNA-binding transcriptional regulator YidP	0%	0:No	No	PS50949:18.919:['transport', 'import']:['transfer']	MngR:2.40041e-68:[]:[]
NP_418142.1 small heat shock protein IbpA	0%	0:No	No	PS01031:20.894:[]:[]	PRK10743:7.46263e-98:[]:[]
NP_418143.2 DUF1375 domain-containing putative lipoprotein YidQ	0%	0:No	No	PS51257:5.0:['transport']:[]	PRK11616:7.43215e-73:[]:[]
NP_418144.3 DUF3748 domain-containing galacturonate catabolism protein YidR	0%	0:No	No		DUF3748:1.17564e-76:[]:[]; lasso_peptidase superfamily:2.10813e-06:[]:[]
NP_418145.2 colicin M resistance protein	0%	0:No	No		PRK11445:0.0:[]:[]
NP_418152.1 sugar phosphatase YidA	0%	0:No	No		PRK10513:0.0:[]:[]
NP_418155.1 DNA repair protein RecF	0%	0:No	No		recf:0.0:[]:[]
NP_418156.1 beta sliding clamp	0%	0:No	No		PRK05643:0.0:[]:[]
NP_418157.1 chromosomal replication initiator protein DnaA	0%	0:No	No		DnaA:0.0:[]:[]
NP_418158.1 50S ribosomal subunit protein L34	0%	0:No	No		rpmH:1.38532e-09:[]:[]
NP_418159.1 RNase P protein component	0%	0:No	No		rnpA:3.82095e-75:[]:[]
NP_418163.1 tnaAB operon leader peptide	0%	0:No	No		Tna_leader superfamily:2.42759e-07:[]:[]
NP_418164.4 tryptophanase	0%	0:No	No		tnaA_trp_ase:0.0:[]:[]
NP_418168.2 putative phosphopantetheinyl transferase	0%	0:No	No		Sfp:3.57585e-80:['transport']:['transferase']
NP_418171.1 6-phosphogluconate phosphatase	0%	0:No	No		PRK10563:1.64253e-180:[]:[]
NP_418173.1 UPF0167 family colicin E2 tolerance protein CbrC	0%	0:No	No		CbrC:2.81776e-112:[]:[]
NP_418175.3 putative hydrolase YieL	0%	0:No	No		Fes:1.0008e-108:['transport']:['enzyme']
NP_418179.1 transcriptional antiterminator BglG	0%	0:No	No	PS51372:21.93:[]:[]; PS51372:16.374:[]:[]	PRK09772:0.0:[]:[]
NP_418180.1 negative regulator of the pho regulon	0%	0:No	No		PRK11115:3.82504e-175:[]:[]
NP_418187.1 ATP synthase F1 complex subunit epsilon	0%	0:No	No		atpC:8.35442e-70:[]:[]
NP_418196.1 16S rRNA m(7)G527 methyltransferase	0%	0:No	No		gidB:2.48703e-100:[]:[]
NP_418197.1 5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG	0%	0:No	No		PRK05192:0.0:[]:['enzyme']
NP_418540.1 DNA-binding transcriptional activator AdiY	0%	0:No	No	PS01124:26.761:['transport', 'porin']:['enzyme']	PRK09978 superfamily:1.80136e-44:[]:[]
NP_418541.2 arginine decarboxylase, degradative	0%	0:No	No		PRK15029:0.0:[]:[]
NP_418542.1 DNA-binding transcriptional dual regulator MelR	0%	0:No	No	PS01124:28.657:['transport', 'porin']:['enzyme']	PRK10371:0.0:[]:[]
NP_418543.1 alpha-galactosidase	0%	0:No	No		PRK15076:0.0:[]:[]
NP_418546.1 fumarase B	0%	0:No	No		PRK15391:0.0:[]:[]
NP_418548.1 DNA-binding transcriptional activator DcuR	0%	0:No	No	PS50110:32.959:[]:['transfer']	PRK10430:0.0:[]:[]
NP_418549.1 sensory histidine kinase DcuS	0%	2:Yes	No	PS50112:9.524:[]:['sensor']; PS50109:26.115:[]:[]	PRK11086:0.0:[]:[]
NP_418550.1 PF06902 family protein YjdI	0%	0:No	No		YjdI:1.00309e-46:[]:[]
NP_418551.1 putative N-acetyltransferase YjdJ	0%	0:No	No	PS51729:26.473:[]:['transfer']	YidJ:2.83288e-32:[]:[]
NP_418552.1 antitoxin of the GhoTS toxin-antitoxin system	0%	0:No	No		GhoS:3.67326e-42:[]:[]
NP_418553.1 lysine--tRNA ligase/Ap4A synthetase/Ap3A synthetase	0%	0:No	No	PS50862:37.612:[]:['transfer', 'enzyme']	PRK12445:0.0:[]:[]
NP_418555.1 lysine decarboxylase 1	0%	0:No	No		PRK15400:0.0:[]:[]
NP_418557.1 DNA-binding transcriptional activator CadC	0%	1:Yes	No	PS51755:31.717:[]:[]	PRK10153:0.0:[]:[]
NP_418558.2 putative DNA-binding transcriptional regulator YjdC	0%	0:No	No	PS50977:13.521:['transport', 'pump', 'export']:[]	PRK11640:4.30091e-137:[]:[]
NP_418560.1 copper binding protein CutA	0%	0:No	No		PRK10645:4.34727e-72:[]:[]
NP_418562.4 aspartate ammonia-lyase	0%	0:No	No		aspA:0.0:[]:[]
NP_418569.1 protein YjeJ	0%	0:No	No		YjeJ:0.0:[]:[]
NP_418570.1 lysine 2,3-aminomutase	0%	0:No	No	PS51918:16.559:[]:[]	EFP_modif_epmB:0.0:[]:[]
NP_418573.1 outer membrane lipoprotein Blc	0%	0:No	No	PS51257:5.0:['transport']:[]	PRK10477:2.12857e-142:[]:[]
NP_418574.1 beta-lactamase	0%	0:No	No	PS51257:5.0:['transport']:[]	ampC:0.0:[]:[]
NP_418576.1 fumarate reductase membrane protein FrdC	0%	2:Yes	No		PRK04987:3.78938e-79:[]:[]
NP_418577.1 fumarate reductase iron-sulfur protein	0%	0:No	No	PS51085:9.131:[]:['transfer']; PS51379:7.87:[]:['transfer', 'enzyme']	PRK12385:0.0:[]:[]
NP_418578.1 fumarate reductase flavoprotein subunit	0%	0:No	No		PRK09231:0.0:[]:[]
NP_418579.2 EF-P-lysine lysyltransferase	0%	0:No	No	PS50862:17.35:[]:['transfer', 'enzyme']	PRK09350:0.0:[]:[]
NP_418581.1 protein YjeN	0%	0:No	No		
NP_418582.1 conserved inner membrane protein YjeO	0%	2:Yes	No		DUF2645:7.55809e-38:[]:[]
NP_418584.1 phosphatidylserine decarboxylase proenzyme	0%	0:No	No		psd:0.0:[]:[]
NP_418585.4 ribosome small subunit-dependent GTPase A	0%	0:No	No	PS51721:44.077:[]:[]; PS50936:60.68:[]:[]	PRK12288:0.0:[]:[]
NP_418586.4 oligoribonuclease	0%	0:No	No		PRK05359:1.88969e-143:[]:[]
NP_418587.1 epoxyqueuosine reductase	0%	0:No	No	PS51379:7.962:[]:['transfer', 'enzyme']	TIGR00276:0.0:[]:[]
NP_418589.1 N(6)-L-threonylcarbamoyladenine synthase, TsaE subunit	0%	0:No	No		PRK10646:4.37949e-118:[]:[]
NP_418592.1 tRNA dimethylallyltransferase	0%	0:No	No		miaA:1.76342e-176:[]:['transferase']
NP_418593.1 RNA-binding protein Hfq	0%	0:No	No		hfq:4.68468e-49:[]:[]
NP_418594.1 ribosome rescue factor HflX	0%	0:No	No	PS51705:83.172:[]:[]	PRK11058:0.0:[]:[]
NP_418596.1 regulator of FtsH protease	0%	0:No	No		PRK11029:0.0:[]:[]
NP_418598.1 adenylosuccinate synthetase	0%	0:No	No		PRK01117:0.0:[]:[]
NP_418599.1 DNA-binding transcriptional repressor NsrR	0%	0:No	No	PS51197:47.435:['transport']:[]	PRK11014:2.35467e-121:[]:[]
NP_418600.4 RNase R	0%	0:No	No	PS50126:17.569:['export']:[]	PRK11642:0.0:[]:[]
NP_418602.1 conserved protein YjfI	0%	0:No	No		DUF2170 superfamily:1.11193e-68:[]:[]
NP_418604.1 conserved protein YjfK	0%	0:No	No		DUF2491:1.51985e-84:[]:[]
NP_418606.1 DUF1190 domain-containing protein YjfM	0%	0:No	No		YgiB:5.26697e-86:[]:[]
NP_418608.6 putative acyl-CoA dehydrogenase AidB	0%	0:No	No		PRK11561:0.0:[]:[]
NP_418610.4 DUF1471 domain-containing putative lipoprotein BsmA	0%	1:Yes	No	PS51257:7.0:['transport']:[]	PRK14864:3.23374e-56:[]:[]
NP_418611.1 carboxylesterase	0%	0:No	No		PRK10566:7.17234e-173:[]:[]
NP_418613.2 L-ascorbate-6-phosphate lactonase	0%	0:No	No		PRK11709:0.0:[]:[]
NP_418615.1 L-ascorbate specific PTS enzyme IIB component	0%	0:No	No	PS51099:11.942:['transport', 'channel', 'permease', 'carrier']:['enzyme']	PRK10222:5.54755e-59:[]:[]
NP_418616.1 L-ascorbate specific PTS enzyme IIA component	0%	0:No	No	PS51094:36.617:['transport', 'channel', 'permease', 'carrier']:['enzyme']	PRK10372:2.12166e-117:[]:[]
NP_418617.1 3-keto-L-gulonate-6-phosphate decarboxylase UlaD	0%	0:No	No		ulaD:1.74705e-135:[]:[]
NP_418618.1 L-ribulose-5-phosphate 3-epimerase UlaE	0%	0:No	No		PRK13209:0.0:[]:[]
NP_418619.1 L-ribulose-5-phosphate 4-epimerase UlaF	0%	0:No	No		sgaE:0.0:[]:[]
NP_418620.1 DUF1471 domain-containing protein YjfY	0%	0:No	No		DUF1471:2.38483e-18:[]:[]
NP_418621.5 30S ribosomal subunit protein S6	0%	0:No	No		rpsF:4.28975e-54:[]:[]
NP_418622.1 primosomal replication protein N	0%	0:No	No	PS50935:16.767:[]:[]	PRK02801:4.52355e-69:[]:[]
NP_418623.1 30S ribosomal subunit protein S18	0%	0:No	No		rpsR:2.79771e-38:[]:[]
NP_418625.1 protein YjfZ	0%	0:No	No		DUF2686 superfamily:0.0:[]:[]
NP_418627.4 cell division protein YtfB	0%	0:No	No		OapA:2.03185e-99:[]:[]
NP_418630.1 iron-sulfur cluster repair protein YtfE	0%	0:No	No		PRK10992:2.88659e-162:[]:[]
NP_418634.1 2'3' cyclic nucleotide phosphodiesterase/3' nucleotidase	0%	0:No	No		cpdB:0.0:[]:[]
NP_418640.1 methionine sulfoxide reductase A	0%	0:No	No		PRK00058:1.31404e-148:[]:[]
NP_418643.1 gamma-glutamylamine cyclotransferase family protein YtfP	0%	0:No	No		YtfP:5.16666e-47:[]:[]
NP_418645.2 ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system	0%	0:No	No	PS51740:13.866:[]:[]	PRK11347:8.45897e-60:[]:[]
NP_418646.1 endoribonuclease toxin ChpB	0%	0:No	No		PRK09812:3.179e-68:[]:[]
NP_418647.1 inorganic pyrophosphatase	0%	0:No	No		PRK01250:1.7389e-135:[]:[]
